0,0,0,0.95434,1.1626,1.2176,2.1143,0.74444,0.24641,0.95405,0.79321,0.40013,0.76563,0.17956,0.14347,0.25995,1.2017,0.71552
0,0,0,0.95434,1.1626,1.2176,2.1143,0.74444,0.24641,0.95405,0.79321,0.40013,0.76563,0.17956,0.14347,0.25995,1.2017,0.71552
0,0,0,0.7932,0.903,1.2176,2.0902,0.74444,0.24641,1.0016,0.76586,0.43112,0.76563,0.2097,0.16365,0.31359,1.1317,0.74521
0,0,0,0.65984,0.68707,1.2445,2.0419,0.74444,0.24641,1.0247,0.76586,0.4621,0.76563,0.2097,0.16365,0.31359,1.0727,0.75665
0,0,0,0.52787,0.47331,1.2445,1.9684,0.78463,0.24641,1.0722,0.76586,0.49309,0.76563,0.23985,0.16365,0.31359,1.0082,0.7798
0,0,0,0.36951,0.38607,1.2445,1.8466,0.8631,0.24641,1.0954,0.76586,0.52408,0.81012,0.23985,0.16365,0.36517,0.94839,0.80322
0,0,0,0.23754,0.34244,1.2176,1.7501,0.90137,0.24641,1.1429,0.76586,0.52408,0.81012,0.23985,0.16365,0.36517,0.89374,0.81385
0,0,0,0.15836,0.301,1.1085,1.6076,0.97983,0.24641,1.1661,0.8192,0.55506,0.85694,0.23985,0.18494,0.36517,0.82708,0.84653
0,0,0,0.13197,0.25738,0.99819,1.4892,1.0947,0.24641,1.2136,0.84655,0.55506,0.90143,0.23985,0.18494,0.36517,0.78117,0.86777
0,0,0,0.10557,0.25738,0.88914,1.3467,1.3224,0.24641,1.2367,0.90126,0.55506,0.94591,0.23985,0.18494,0.36517,0.75139,0.88902
0,0,0,0.10557,0.21375,0.83397,1.2042,1.5119,0.26719,1.2842,0.95459,0.58605,0.9904,0.26999,0.20512,0.36517,0.72735,0.93859
0,0,0,0.079181,0.21375,0.69668,1.0813,1.7013,0.26719,1.333,1.0093,0.58605,1.0372,0.26999,0.20512,0.36517,0.69073,0.96583
0,0,0,0.079181,0.21375,0.59276,0.95834,1.8525,0.26719,1.3805,1.0626,0.61704,1.0372,0.26999,0.20512,0.41881,0.66095,1.0004
0,0,0,0.079181,0.21375,0.51834,0.8101,1.9673,0.26719,1.4292,1.09,0.64802,1.0817,0.26999,0.22529,0.41881,0.62625,1.0331
0,0,0,0.079181,0.17013,0.39517,0.63659,2.0458,0.26719,1.4768,1.09,0.64802,1.1262,0.26999,0.22529,0.41881,0.5645,1.0489
0,0,0,0.079181,0.17013,0.29638,0.47112,2.0458,0.26719,1.5011,1.1173,0.67901,1.173,0.30014,0.24659,0.41881,0.50411,1.0829
0,0,0,0.052787,0.17013,0.14755,0.30566,1.9673,0.26719,1.5255,1.1173,0.71,1.2245,0.30014,0.24659,0.47039,0.41668,1.1075
0,0,0,0.052787,0.17013,0.098793,0.25854,1.663,0.28797,1.5499,1.1447,0.73964,1.2784,0.30014,0.26677,0.47039,0.35165,1.1412
0,0,0,0.052787,0.17013,0.073132,0.23556,1.2841,0.28797,1.5499,1.1447,0.73964,1.3322,0.30014,0.28806,0.47039,0.28662,1.1527
0,0,0,0.052787,0.12869,0.048755,0.21143,1.0564,0.26719,1.573,1.1447,0.77062,1.3861,0.33028,0.30824,0.47039,0.23799,1.1758
0,0,0,0,0.12869,0.048755,0.18845,0.94156,0.26719,1.573,1.1447,0.80161,1.4399,0.30014,0.30824,0.47039,0.20574,1.1821
0,0,0,0,0.085065,0,0.16432,0.90137,0.26719,1.573,1.1447,0.8326,1.4938,0.33028,0.32841,0.52197,0.17842,1.2126
0,0,0,0,0.085065,0,0.14134,0.8631,0.26719,1.5974,1.1447,0.86224,1.5476,0.33028,0.34971,0.52197,0.16749,1.2355
0,0,0,0,0.085065,0,0.11721,0.82291,0.26719,1.573,1.172,0.86224,1.6015,0.33028,0.36989,0.52197,0.15602,1.2466
0,0,0,0,0,0,0.094225,0.66598,0.26719,1.573,1.172,0.89322,1.6554,0.35912,0.39006,0.52197,0.11749,1.2701
0,0,0,0,0,0,0.070094,0.47078,0.26719,1.573,1.198,0.89322,1.7092,0.35912,0.41136,0.57561,0.083882,1.2938
0,0,0,0,0,0,0.047112,0.1952,0.26719,1.5499,1.198,0.92421,1.7631,0.35912,0.41136,0.52197,0.039072,1.294
0,0,0,0,0,0,0.047112,0.078463,0.26719,1.5499,1.2254,0.92421,1.8146,0.38926,0.45171,0.52197,0.022405,1.3215
